claim_id,case_id,title,source_page,claim_type,directness,independence_status,time_stated,location_stated,shape,color_brightness,motion,sound,duration,sensor,page_avg_confidence,review_status,source_quote,source_text_path
184,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,,80.35,needs_human_review,"The weather at time object was sighted reported by Carswell Air Force Base wes clear and visibility of eight miles, Wo photographs are available.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
185,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,,80.35,needs_human_review,"Object was round end in the shape of a ball, very silver in color.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
186,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,,80.35,needs_human_review,"It was traveling at a tremendous rate of speed, estimated to be over 1600 miles per hour, altitude was very hard to judge and cannot de estimated correctly; however, object seemed to be clearly visiblé,~ Lieutenant Francis saw the object appear on the horizon in the north sortiwest direction, it seemed to fly horizontally im the direetion ef south southeast.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
187,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,sound,,,80.35,needs_human_review,"It did sot appear to burn out, but suddenly disappeared, Ho sound was heard, ‘The exhaust trail seemed to bs «:.-oximately three times the size of the object and also was silver in csier.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
188,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,witness_observation,direct_or_interviewed_observation,not_assessed,,,object,,,,,,80.35,needs_human_review,"“ne object definitely did not appear to be a jet or meteor, Its speed was far in cxcegs of any jet speed witnessed by officers.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
189,25,"342_HS1-416511228_319.1 Flying Discs 1949",58,object_description,not_assessed,not_assessed,,,object,,,,,,80.35,needs_human_review,"A check of the Carswell Flight Service flight following racks showed no jet aircraft flying in this erea 6t time object was sighted.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0058.txt
190,25,"342_HS1-416511228_319.1 Flying Discs 1949",62,object_description,not_assessed,not_assessed,,"UNITED STATES",,,,,,,69.37,needs_human_review,"930 Ft SCOPE OF POSSLBILITIES PREVENT PROPER EVALUATION OF GOOSE BAY RADIOS DTG TWO ONE ONE NINE THRE ERO ZEBRA FEB AND DTG ONE NINE TWO ONE THREE ZERO ZEBRA MAR CMA INFO COPIES OF WHICH WERE ADDRESSED YOUR HQ PD INFORMATION AVAILABLE AT THIS HQ INDICATES REPORTED FLIGHTS DID NOT ORIGINATE OR TERMINATE IN THIS COMD AREA FD REPORTS INDICATE ACTIVITY REPORTED IN GREENLAND LAST SUMMER MAY HAVE BEEN EXTENDED OR SHIFTED TO NORTH AMERICAN CONTINENT PD REQUEST YOUR HQ CHECK APPROPRIATE UNITED STATES AND CANADIAN SOURCES OF FLIGHTS THAT MAY HAVE ENTERED SPECIFIED AREA AT TIMES INDICATED IN REFERENCED MESSAGES CMA EVALUTATE INFORMATION AND ADVISE THIS [ead eR } BARTIARAE.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0062.txt
191,25,"342_HS1-416511228_319.1 Flying Discs 1949",63,witness_observation,not_assessed,not_assessed,,,light,RED,,"NO SOUND",,,73.94,needs_human_review,"pent \ é L le , 4 » UNIDENTIFIED OBJECT SIGHTED THAT STATION ONE NINE FIVE ZERO ZERO ZEBRA ONE EIGHT MARCH FOUR NINE CMA OBJECT DISPLAY:D RED LIGHT SAME AS ACFT CMA APPROX ONE ZERO THOUSAND FEET ALT PD ESTIMATED SPEED TWO HUNDRED MILES PER HOUR PD DIRECTION OF ELIGHT WAS WEST TO EAS® CMA REMAINED IN SIGHT FOR APPROX THREE MINUTES PD NO SOUND WAS HEARD PD OBJECT SIGHTED BY FOUR RELIABLE WITNESSES PD ADDETIONAL INFO WILL 3E FURNISHED UPON COMPLETION OF INVESTIGATION FROM THIS STATION.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0063.txt
192,25,"342_HS1-416511228_319.1 Flying Discs 1949",64,object_description,not_assessed,not_assessed,,,,,,,,,63.0,needs_human_review,"ero c6-16—53108-1 THE MAKING OF AN EXACT COPY OF THIS MESSAGE IS FORBIDDEN",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0064.txt
193,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,object_description,not_assessed,not_assessed,,,object,,,,,,83.3,needs_human_review,"a vane MG oN i Ric t es Hy 6 hie bitiv ile MARCH FLIGHT SERVICE CENTER Merch Air Porce Base, California DMZ $60,112 1 March 1949 SUBJECT: Information of Unidentified Flying Object.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
194,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,object_description,not_assessed,not_assessed,,,object,,,,,,83.3,needs_human_review,"Im accordance with letter, Headquarters, USAF, subjects “Reporting of Information on *Flying Dises*,""” dated 6 February 1948 and Flight Service Regulation 20084, the following information of wiidenbified flying object is forwarded as received by Merch Flight Service Genter from Air Route Traffie Control, Los Angeles.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
195,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,witness_observation,not_assessed,not_assessed,,,,,,,,,83.3,needs_human_review,"Smith, pilot of Air Force 7346, Teli on a round robin flight from Fresno Air Terminal, California to Los Angeles and return, reported that he was circk d by a jet propelled blimp while over Sendberg Pass, about 40 miles south of Bekersfield, California at 20350 P, 28 February 1949.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
196,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,object_description,not_assessed,not_assessed,,,object,,,,,,83.3,needs_human_review,"The speed of the object was estimated eat 500 MPH, flying at an altitude of nine thousand feet.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
197,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,object_description,not_assessed,not_assessed,,,object,,,,,,83.3,needs_human_review,"; The object then disappeared on a heading of 180°.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
198,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,object_description,not_assessed,not_assessed,,,object,,,,,,83.3,needs_human_review,"Ge No other information of object's size, shape, speed, or color, is available.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
199,25,"342_HS1-416511228_319.1 Flying Discs 1949",65,object_description,not_assessed,not_assessed,,,,,,,,,83.3,needs_human_review,"Attn: Intelligence Division CO, Flight Service, Weshington 25, 9.C.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0065.txt
200,25,"342_HS1-416511228_319.1 Flying Discs 1949",67,object_description,not_assessed,not_assessed,,,,,,,,,47.94,needs_human_review,"MFSC MARCH ATR FORCE BASE, GaLIPORNIA UECLASSIPIED | COMMANDER, MATS ss , ase Be ROUTINE 3 | ATE: Sat CONTROL sEcTIoN o : i GO PLIGHT SERVICE WASH DC | Bez coed © PD ROS AF~SGeAlA AS OF 28 FOB 49 SUBMITTED cv iv “ey Se cee ae ee ee ee ee ee ee ee ee Sessd Cl 12 |O6f2 «46S7e 424 (ee © 606Cles «6SGlCUk CU OS TES 0 47h CL 2 Gf2 366 306 72 @ 284 8 2 S 28 SY GBas 0 co4sP CL 2 wre seo sic Gre © 144 © 8 & 3 OF 2606 CG sora ol 4 2680 1106 M4le 912 0 S04 205 St 6 56187 27087 0 PD aD REEVE CO MFSC UNCLASSIFIED a) 1300 Lf COL RA REEVE mxresey 6.2500, —""",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0067.txt
201,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,object,,,,,,92.26,needs_human_review,": SUBJECT: Unidentified Aerial Objects Vicinity of San Andres Islands, Caribbean Sea TOs Commanding General Military Kir Transport Service Washington 25, D.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
202,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,disc,,,,,,92.26,needs_human_review,"In accordance with Restricted letter, Headquarters, 2108th Air Weather Group, subject: Report on Information on ""Flying Discs"", dated 24, March 1948, the following report is submitted.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
203,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,object,,,,,,92.26,needs_human_review,"Antigua, A United Fruit vessel, berthed at Cristobal pier area, Canal Zone, was interviewed by Intelligence personnel, Caribbean Air Command, concerning three aerial objects sighted by officers of his ship on voy- age to Canal Zone from New Orleans, Louisiana.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
204,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,witness_observation,not_assessed,not_assessed,,,disc,,,,"30 minutes",,92.26,needs_human_review,"3- Captain McBride stated that the first object, which appeared to be a disc, was sighted at 1630 on 6 February 1949 at 12 degrees 30 minutes north latitude, 81 degrees 10 minutes west latitude, in the close vicinity of the San Andres Islands.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
205,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,object,,,,,,92.26,needs_human_review,"When sighted, the object was at an altitude of 60 degrees from the horizon as determined by the ship's sextant in the direction of 120 degrees.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
206,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,sphere,,,,,,92.26,needs_human_review,"As it passes directly over the ship, several officers described it as a round, silver-colored sphere.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
207,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,object,,,,,,92.26,needs_human_review,"&t 1700 on the same date two more objects were sighted, one off the port bow at an altitude between 50 and 60 degrees, and the other off the starboard bow bearing 201 degrees at an altitude of 47 degrees.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
208,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,object,,,,,,92.26,needs_human_review,"The circumstances described suggest @ possibility that these objects are some type of weather balloons.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
209,25,"342_HS1-416511228_319.1 Flying Discs 1949",75,object_description,not_assessed,not_assessed,,,object,,,,,,92.26,needs_human_review,"A study made by this head- quarters of the prevailing winds at all altitudes during the period 4-6 February 1949 virtually eliminate any possibility of a radiosonde instru- ment being the object sighted.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0075.txt
210,25,"342_HS1-416511228_319.1 Flying Discs 1949",77,object_description,not_assessed,not_assessed,,,disc,,,,,,91.04,needs_human_review,"However, since no objects were seen to be attached to the discs, it seems improbable that a radiosonde train might have beer!",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0077.txt
211,25,"342_HS1-416511228_319.1 Flying Discs 1949",77,object_description,not_assessed,not_assessed,,,object,,,,,,91.04,needs_human_review,"However, none of these possibili- ties account for the sighting of three objects within a thirty minute period.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0077.txt
212,25,"342_HS1-416511228_319.1 Flying Discs 1949",77,object_description,not_assessed,not_assessed,,,object,,,,,,91.04,needs_human_review,"The backtrack computation of wind and course and point of sighting lend a possibility that the objects were in free flight after release from these ships which followed a direct course from St Thomas to Colon.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0077.txt
213,25,"342_HS1-416511228_319.1 Flying Discs 1949",79,object_description,not_assessed,not_assessed,,,object,,,,,,39.94,needs_human_review,"; ZINGER 7 February 1919 SUSdIGT:s Report of Unidentified Flying Object TOs Commanding General Air Materiel Command Yright-Patterson 4!",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0079.txt
214,25,"342_HS1-416511228_319.1 Flying Discs 1949",79,object_description,not_assessed,not_assessed,,,object,,,,,,39.94,needs_human_review,"Base, Chio ATTN: MCIAKO% The follewing report of an unidentified flying object is suimitted in compliance with Flight Service Regulation 200-4, &.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0079.txt
215,25,"342_HS1-416511228_319.1 Flying Discs 1949",79,object_description,not_assessed,not_assessed,,,object,,,,,,39.94,needs_human_review,"SESTCHES OF OBJECT'S CONFIGURATION: Hone,",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0079.txt
216,25,"342_HS1-416511228_319.1 Flying Discs 1949",80,object_description,not_assessed,not_assessed,,,object,,,,,,75.62,needs_human_review,"7 Fed lg Subjects Report of Unidentified Flying Object %.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0080.txt
217,25,"342_HS1-416511228_319.1 Flying Discs 1949",80,object_description,not_assessed,not_assessed,,,object,,,,,,75.62,needs_human_review,"(7) MANBUVERARILITY: Object appeared to be rotating.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0080.txt
218,25,"342_HS1-416511228_319.1 Flying Discs 1949",80,object_description,not_assessed,not_assessed,,,object,bright,,,,,75.62,needs_human_review,"Ge GENERAL REMARKSs (1) At 02508, bright object sighted sw ef Ft Knox, Kentueky by weather observers.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0080.txt
219,25,"342_HS1-416511228_319.1 Flying Discs 1949",80,object_description,not_assessed,not_assessed,,,object,green,,,,,75.62,needs_human_review,"‘Traced on Theodolite, Object appeared to be rotating with green, yellow and red colors.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0080.txt
220,25,"342_HS1-416511228_319.1 Flying Discs 1949",80,object_description,not_assessed,not_assessed,,,object,,,,,,75.62,needs_human_review,"The object was getting dimmer as time passed, (2) At OF108, object disappeared in SW completely after a series of bricht flashes, Copy Murnisheds CLARK Le MILLER 1 =~ Chief of Staff, UsaF, Lt Colonel, USar ATTN: Director of Command ing intelligences 1 = Commander MATS, ATTY: Chief Intelligence Divn i = CO Flight Service, ATTN: A«2 2",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0080.txt
221,25,"342_HS1-416511228_319.1 Flying Discs 1949",81,object_description,not_assessed,not_assessed,,,,,,,,,57.32,needs_human_review,"ero e6-16—sa108-1 THE MAKING OF AN EXACT COPY OF THIS MESSAGE-4S-PORBIDDEN, a",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0081.txt
222,25,"342_HS1-416511228_319.1 Flying Discs 1949",83,witness_observation,direct_or_interviewed_observation,not_assessed,,,object,,,,,,82.66,needs_human_review,"Inelesure 4 indicates the location of the stations which > observed the object and it's probable path and point of explosion or 2 disappearance.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0083.txt
223,25,"342_HS1-416511228_319.1 Flying Discs 1949",83,object_description,not_assessed,not_assessed,,,object,,,,,,82.66,needs_human_review,"Inelosures 5 and 6 are surface synoptic charts showing the : weather existing over Japan at 06002 and 12002 on 25 January, which times Se are approximately four and one half (4%) hours before and one and one half sve (14) houre after the unidentified object was sighted, cs No information hes been received other than that reported by the Japanese.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0083.txt
224,25,"342_HS1-416511228_319.1 Flying Discs 1949",85,witness_observation,direct_or_interviewed_observation,not_assessed,,,,,,,,,89.6,needs_human_review,"Last night, we have observed in this district a phenomenon, f probably be a fall of meteor.",./hq_ocr/tesseract/025-342_hs1-416511228_319.1-flying-discs-1949-p0085.txt
